genes	PT_Myc_PTEN_MGT_b1_TPM	PT_Myc_PTEN_MGT_b2_TPM	PT_Myc_PTEN_MGT_b3_TPM	PT_Myc_PTEN_MGT_b4_TPM	PT_Myc_PTEN_MGT_b5_TPM	PT_Myc_PTEN_MGT_b6_TPM	PT_Myc_PTEN_MGT_b7_TPM	PT_Myc_PTEN_MGT_b8_TPM	PT_Myc_PTEN_MGT_b9_TPM	PT_Myc_PTEN_MGT_b10_TPM	PT_Myc_PTEN_MGT_b11_TPM	PT_Myc_PTEN_MGT_b12_TPM	PT_Myc_PTEN_MGT_b13_TPM
0610005C13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
0610007P14Rik	116.1837296	122.5273577	93.77564178	117.4776942	96.38724856	119.6730532	121.53772	114.7498735	55.4873321	87.49097749	79.13270555	94.53350551	82.0264125
0610009B22Rik	76.34930804	58.25071106	60.56343531	59.73442077	59.01260116	80.35190716	76.21857014	60.19665495	49.6465603	57.66450789	42.60991837	62.39211364	64.02061464
0610009L18Rik	8.298837831	4.017290418	5.860977611	3.982294718	3.93417341	15.38653541	6.179884065	9.405727335	11.6815436	3.976862613	2.029043732	11.34402066	10.00322104
0610009O20Rik	34.85511889	32.13832334	37.11952487	39.82294718	33.44047399	47.86922129	72.09864743	65.84009135	51.10675325	39.76862613	44.6389621	45.37608264	58.01868202
0610010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
0610010F05Rik	16.59767566	18.07780688	17.58293283	21.90262095	19.67086705	17.09615046	35.01934304	20.69260014	10.22135065	15.90745045	18.26139359	24.57871143	22.00708628
0610010K14Rik	86.30791344	74.31987273	84.00734576	85.61933643	68.84803468	66.67498679	53.55899523	63.95894588	84.69119109	85.50254619	105.5102741	66.17345386	36.01159573
0610012G03Rik	81.32861074	66.2852919	62.51709452	53.76097869	64.91386127	66.67498679	49.43907252	73.36467322	128.4969796	63.62980181	66.95844316	60.50144353	62.01997043
0610030E20Rik	23.23674593	22.0950973	27.35122885	27.87606302	27.53921387	23.93461064	37.07930439	28.21718201	18.98250835	25.84960699	20.29043732	41.59474242	22.00708628
0610031O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
0610037L13Rik	54.77232968	32.13832334	35.16586567	37.83179982	41.30882081	37.61153101	22.65957491	30.09832747	24.82328015	39.76862613	40.58087464	26.46938154	20.00644207
0610038B21Rik	0	2.008645209	1.953659204	1.991147359	1.967086705	1.709615046	0	1.881145467	0	1.988431307	4.058087464	1.89067011	2.000644207
0610039H22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
0610039K10Rik	1.659767566	0	0	0	0	1.709615046	2.059961355	1.881145467	1.46019295	1.988431307	0	1.89067011	4.001288415
0610040B10Rik	6.639070265	4.017290418	3.907318407	7.964589435	11.80252023	22.2249956	10.29980678	13.16801827	24.82328015	3.976862613	4.058087464	11.34402066	10.00322104
0610040F04Rik	0	6.025935627	5.860977611	5.973442077	3.93417341	1.709615046	12.35976813	7.524581868	2.9203859	7.953725227	6.087131196	13.23469077	16.00515366
0610040J01Rik	116.1837296	18.07780688	41.02684328	51.76983133	47.21008093	109.4153629	148.3172176	92.17612789	68.62906865	45.73392005	10.14521866	30.25072176	110.0354314
0610043K17Rik	1.659767566	0	0	0	0	3.419230092	2.059961355	1.881145467	1.46019295	0	0	1.89067011	2.000644207
1010001N08Rik	0	2.008645209	0	0	0	0	0	0	0	0	0	0	0
1110002J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002L01Rik	6.639070265	12.05187125	9.768296018	7.964589435	5.901260116	5.128845138	8.23984542	7.524581868	4.38057885	9.942156533	10.14521866	9.453350551	10.00322104
1110004E09Rik	112.8641945	62.26800148	58.60977611	61.72556812	51.14425434	61.54614166	63.85880201	60.19665495	58.407718	49.71078267	50.7260933	60.50144353	48.01546098
1110004F10Rik	74.68954048	78.33716315	80.10002735	89.60163115	86.55181503	78.64229212	82.3984542	79.00810962	43.8057885	73.57195835	79.13270555	68.06412397	72.02319147
1110006O24Rik	3.319535132	2.008645209	1.953659204	3.982294718	3.93417341	3.419230092	4.11992271	1.881145467	4.38057885	3.976862613	2.029043732	3.78134022	4.001288415
1110008F13Rik	338.5925835	349.5042664	285.2342437	318.5835774	293.0959191	384.6633853	383.1528121	327.3193113	487.7044453	274.4035203	290.1532537	366.7900014	226.0727954
1110008L16Rik	18.25744323	16.06916167	11.72195522	15.92917887	13.76960694	23.93461064	24.71953626	16.9303092	20.4427013	13.91901915	10.14521866	13.23469077	18.00579787
1110008P14Rik	315.3558376	134.579229	166.0610323	205.088178	208.5111908	422.2749164	337.8336622	507.9092761	1407.626004	165.0397985	52.75513703	637.1558271	562.1810223
1110012L19Rik	43.15395672	28.12103293	37.11952487	47.78753661	37.3746474	63.2557567	45.31914981	41.38520028	46.7261744	39.76862613	36.52278718	30.25072176	44.01417256
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	0	0	0	0	1.967086705	0	0	0	0	0	0	0	0
1110019D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110020A21Rik	4.979302698	0	1.953659204	1.991147359	1.967086705	5.128845138	4.11992271	3.762290934	2.9203859	1.988431307	2.029043732	1.89067011	4.001288415
1110025L11Rik	0	0	0	0	3.93417341	27.35384074	0	0	0	0	0	0	0
1110028F11Rik	0	0	0	0	0	0	2.059961355	0	0	0	0	0	0
1110028F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	18.25744323	10.04322604	17.58293283	15.92917887	15.73669364	25.64422569	20.59961355	18.81145467	17.5223154	9.942156533	8.116174928	24.57871143	30.00966311
1110032F04Rik	3.319535132	0	0	1.991147359	1.967086705	0	0	0	0	1.988431307	0	0	0
1110034G24Rik	11.61837296	6.025935627	7.814636815	9.955736794	9.835433526	10.25769028	10.29980678	9.405727335	10.22135065	9.942156533	6.087131196	5.672010331	8.00257683
1110036E04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110037F02Rik	16.59767566	24.10374251	23.44391044	23.89376831	25.57212717	17.09615046	26.77949762	24.45489107	11.6815436	23.86117568	30.43565598	28.36005165	34.01095153
1110038B12Rik	290.4593241	206.8904565	214.9025124	246.9022725	232.1162312	239.3461064	214.2359809	282.1718201	255.5337662	234.6348942	353.0536094	189.067011	178.0573345
1110038F14Rik	91.28721614	46.19883981	52.7487985	57.74327341	62.94677457	68.38460184	57.67891794	60.19665495	81.77080519	53.68764528	60.87131196	81.29881474	46.01481677
1110046J04Rik	6.639070265	4.017290418	5.860977611	3.982294718	7.868346821	6.838460184	2.059961355	1.881145467	4.38057885	5.96529392	14.20330612	1.89067011	6.001932622
1110051M20Rik	36.51488646	34.14696855	35.16586567	43.80524189	37.3746474	42.74037615	47.37911117	54.55321855	46.7261744	39.76862613	36.52278718	47.26675276	36.01159573
1110058D11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	46.47349185	52.22477543	44.93416168	49.77868397	43.27590752	63.2557567	94.75822234	52.67207308	24.82328015	43.74548875	50.7260933	30.25072176	42.01352836
1110059G10Rik	14.9379081	8.034580836	11.72195522	11.94688415	13.76960694	17.09615046	12.35976813	11.2868728	7.300964749	7.953725227	8.116174928	9.453350551	10.00322104
1110065P20Rik	66.39070265	62.26800148	62.51709452	63.71671548	72.78220809	70.09421689	41.1992271	67.72123682	74.46984044	67.60666443	83.19079301	79.40814463	50.01610519
1190002N15Rik	21.57697836	12.05187125	13.67561443	13.93803151	23.60504046	5.128845138	12.35976813	5.643436401	1.46019295	11.93058784	28.40661225	7.562680441	8.00257683
1190003K10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	23.23674593	4.017290418	3.907318407	13.93803151	9.835433526	10.25769028	8.23984542	5.643436401	16.06212245	11.93058784	4.058087464	9.453350551	4.001288415
1190007I07Rik	13.27814053	14.06051646	7.814636815	9.955736794	9.835433526	17.09615046	16.47969084	16.9303092	23.3630872	9.942156533	16.23234986	18.9067011	14.00450945
1300002E11Rik	4.979302698	4.017290418	5.860977611	5.973442077	5.901260116	5.128845138	8.23984542	7.524581868	4.38057885	5.96529392	2.029043732	7.562680441	6.001932622
1300017J02Rik	0	0	0	0	0	0	2.059961355	3.762290934	0	0	0	0	6.001932622
1500004A13Rik	1.659767566	2.008645209	1.953659204	1.991147359	1.967086705	1.709615046	2.059961355	3.762290934	1.46019295	1.988431307	2.029043732	1.89067011	2.000644207
1500009C09Rik	36.51488646	2.008645209	7.814636815	7.964589435	21.63795376	0	0	0	0	9.942156533	2.029043732	0	0
1500009L16Rik	3.319535132	2.008645209	1.953659204	1.991147359	5.901260116	1.709615046	0	0	0	3.976862613	8.116174928	0	2.000644207
1500011B03Rik	13.27814053	14.06051646	17.58293283	19.91147359	11.80252023	13.67692037	10.29980678	13.16801827	7.300964749	13.91901915	20.29043732	13.23469077	10.00322104
1500011K16Rik	64.73093508	48.20748502	39.07318407	45.79638925	43.27590752	49.57883633	37.07930439	43.26634574	35.0446308	47.72235136	42.60991837	43.48541253	38.01223994
1500012K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1500015A07Rik	11.61837296	6.025935627	7.814636815	7.964589435	7.868346821	6.838460184	4.11992271	7.524581868	2.9203859	7.953725227	4.058087464	3.78134022	6.001932622
1500015L24Rik	0	0	0	0	1.967086705	1.709615046	2.059961355	0	0	0	0	0	0
1500015O10Rik	114.5239621	180.7780688	158.2463955	101.5485153	108.1897688	420.5653013	57.67891794	173.065383	39.42520965	101.4099966	73.04557435	166.3789697	140.0450945
1500017E21Rik	4.979302698	2.008645209	1.953659204	3.982294718	3.93417341	3.419230092	8.23984542	3.762290934	1.46019295	1.988431307	4.058087464	3.78134022	2.000644207
1500026H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600002D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600002H07Rik	13.27814053	10.04322604	9.768296018	9.955736794	11.80252023	11.96730532	18.5396522	18.81145467	11.6815436	11.93058784	16.23234986	13.23469077	10.00322104
1600002K03Rik	86.30791344	30.12967813	44.93416168	39.82294718	55.07842775	35.90191597	45.31914981	45.14749121	67.1688757	51.69921397	68.98748689	47.26675276	26.0083747
1600010M07Rik	3.319535132	6.025935627	5.860977611	1.991147359	1.967086705	1.709615046	0	0	0	3.976862613	2.029043732	0	0
1600012H06Rik	53.11256212	60.25935627	60.56343531	61.72556812	55.07842775	58.12691156	59.7388793	52.67207308	33.58443785	61.64137051	48.69704957	62.39211364	54.0173936
1600014C10Rik	49.79302698	46.19883981	50.7951393	35.84065246	27.53921387	30.77307083	28.83945897	31.97947294	14.6019295	35.79176352	24.34852478	39.70407231	52.01674939
1600014C23Rik	1.659767566	0	1.953659204	1.991147359	0	0	2.059961355	1.881145467	2.9203859	0	2.029043732	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	59.75163238	30.12967813	35.16586567	33.8495051	41.30882081	37.61153101	20.59961355	28.21718201	27.74366605	27.83803829	24.34852478	20.79737121	20.00644207
1600023N17Rik	3.319535132	0	1.953659204	1.991147359	1.967086705	1.709615046	2.059961355	1.881145467	0	1.988431307	2.029043732	0	2.000644207
1600025M17Rik	1.659767566	0	0	1.991147359	0	0	0	0	0	0	6.087131196	0	0
1600027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600029I14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1600029O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0	1.953659204	1.991147359	1.967086705	1.709615046	0	0	0	0	0	0	0
1700001D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G11Rik	0	0	1.953659204	0	0	0	0	0	0	0	0	0	0
1700001G17Rik	0	0	0	1.991147359	1.967086705	3.419230092	2.059961355	1.881145467	1.46019295	1.988431307	0	1.89067011	2.000644207
1700001J03Rik	0	0	0	0	0	0	0	1.881145467	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001K23Rik	0	0	0	0	1.967086705	0	0	0	0	0	0	0	0
1700001L05Rik	0	2.008645209	1.953659204	1.991147359	1.967086705	1.709615046	6.179884065	3.762290934	1.46019295	1.988431307	8.116174928	3.78134022	4.001288415
1700001L19Rik	1.659767566	0	0	0	0	0	0	0	0	0	0	0	0
1700001O22Rik	9.958605397	6.025935627	5.860977611	5.973442077	5.901260116	5.128845138	10.29980678	7.524581868	11.6815436	5.96529392	6.087131196	7.562680441	4.001288415
1700001P01Rik	1.659767566	2.008645209	1.953659204	0	3.93417341	1.709615046	0	1.881145467	1.46019295	1.988431307	2.029043732	1.89067011	0
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	1.659767566	0	0	0	0	0	2.059961355	0	0	0	0	0	0
1700003E16Rik	1.659767566	2.008645209	1.953659204	1.991147359	1.967086705	8.54807523	18.5396522	9.405727335	14.6019295	1.988431307	2.029043732	13.23469077	8.00257683
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	4.017290418	3.907318407	3.982294718	5.901260116	1.709615046	0	1.881145467	1.46019295	3.976862613	8.116174928	0	2.000644207
1700003G13Rik	1.659767566	0	0	0	0	1.709615046	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007J10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007K09Rik	0	2.008645209	1.953659204	0	0	0	0	0	0	0	0	0	0
1700007K13Rik	4.979302698	10.04322604	11.72195522	9.955736794	1.967086705	1.709615046	0	0	1.46019295	9.942156533	2.029043732	1.89067011	4.001288415
1700007L15Rik	1.659767566	2.008645209	1.953659204	1.991147359	1.967086705	5.128845138	4.11992271	3.762290934	4.38057885	3.976862613	2.029043732	3.78134022	4.001288415
1700007P06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008J07Rik	3.319535132	2.008645209	1.953659204	3.982294718	3.93417341	3.419230092	4.11992271	3.762290934	1.46019295	1.988431307	2.029043732	3.78134022	4.001288415
1700008K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	1.659767566	0	0	0	0	0	0	1.881145467	0	0	0	0	0
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	2.008645209	0	0	0	0	0	0	0	1.988431307	0	0	0
1700010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	1.659767566	0	3.907318407	1.991147359	0	1.709615046	2.059961355	3.762290934	0	1.988431307	0	0	2.000644207
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	5.901260116	1.709615046	0	0	0	1.988431307	0	0	0
1700011B04Rik	11.61837296	0	0	0	0	0	0	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	4.979302698	2.008645209	7.814636815	7.964589435	5.901260116	10.25769028	6.179884065	16.9303092	2.9203859	3.976862613	0	5.672010331	14.00450945
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012C14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012D01Rik	3.319535132	2.008645209	1.953659204	0	1.967086705	1.709615046	4.11992271	1.881145467	1.46019295	1.988431307	2.029043732	1.89067011	2.000644207
1700012D14Rik	1.659767566	0	1.953659204	1.991147359	1.967086705	3.419230092	2.059961355	1.881145467	0	0	0	3.78134022	2.000644207
1700012D16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012H19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	2.9203859	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	2.000644207
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015E13Rik	0	0	0	0	0	0	2.059961355	0	0	0	0	0	0
1700015F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	8.298837831	2.008645209	3.907318407	3.982294718	7.868346821	5.128845138	0	1.881145467	0	1.988431307	0	0	2.000644207
1700016D06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016G22Rik	0	2.008645209	0	0	0	0	0	0	0	0	0	0	0
1700016H13Rik	0	2.008645209	0	0	0	0	0	1.881145467	0	0	0	0	0
1700016K19Rik	4.979302698	4.017290418	1.953659204	5.973442077	1.967086705	5.128845138	2.059961355	1.881145467	1.46019295	5.96529392	0	0	2.000644207
1700016L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	18.25744323	32.13832334	27.35122885	21.90262095	25.57212717	15.38653541	32.95938168	26.33603654	37.9650167	23.86117568	54.78418076	49.15742287	36.01159573
1700017D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	0	0	0	0	0	1.988431307	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018L02Rik	0	0	1.953659204	1.991147359	3.93417341	3.419230092	14.41972949	9.405727335	4.38057885	1.988431307	0	9.453350551	10.00322104
1700019A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019B21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019D03Rik	1.659767566	0	0	0	1.967086705	1.709615046	6.179884065	1.881145467	2.9203859	0	0	3.78134022	4.001288415
1700019E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020D05Rik	0	2.008645209	0	0	1.967086705	0	0	0	0	0	2.029043732	0	0
1700020G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020I14Rik	31.53558376	46.19883981	35.16586567	33.8495051	27.53921387	22.2249956	37.07930439	24.45489107	21.90289425	25.84960699	42.60991837	32.14139187	38.01223994
1700020L24Rik	3.319535132	10.04322604	15.62927363	9.955736794	9.835433526	8.54807523	4.11992271	5.643436401	8.761157699	9.942156533	38.55183091	3.78134022	8.00257683
1700020M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	1.881145467	0	0	0	0	2.000644207
1700021F05Rik	94.60675127	60.25935627	54.7024577	59.73442077	74.7492948	78.64229212	65.91876336	71.48352775	116.815436	51.69921397	79.13270555	85.08015496	40.01288415
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	1.46019295	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022H01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F06Rik	1.659767566	0	1.953659204	0	1.967086705	3.419230092	2.059961355	5.643436401	2.9203859	1.988431307	0	0	6.001932622
1700024B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024P16Rik	4.979302698	0	1.953659204	3.982294718	1.967086705	6.838460184	4.11992271	5.643436401	2.9203859	1.988431307	0	11.34402066	8.00257683
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	21.57697836	14.06051646	17.58293283	19.91147359	23.60504046	27.35384074	20.59961355	28.21718201	16.06212245	19.88431307	12.17426239	18.9067011	44.01417256
1700025J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	1.991147359	0	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028B04Rik	3.319535132	2.008645209	0	0	1.967086705	3.419230092	2.059961355	3.762290934	2.9203859	1.988431307	0	1.89067011	2.000644207
1700028D13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028J19Rik	1.659767566	0	1.953659204	1.991147359	1.967086705	1.709615046	0	1.881145467	2.9203859	1.988431307	2.029043732	1.89067011	2.000644207
1700028K03Rik	3.319535132	2.008645209	1.953659204	1.991147359	1.967086705	3.419230092	2.059961355	3.762290934	1.46019295	1.988431307	2.029043732	1.89067011	2.000644207
1700028M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029I15Rik	8.298837831	2.008645209	3.907318407	1.991147359	1.967086705	1.709615046	4.11992271	5.643436401	4.38057885	5.96529392	0	1.89067011	4.001288415
1700029J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	3.319535132	2.008645209	1.953659204	1.991147359	1.967086705	3.419230092	2.059961355	3.762290934	0	1.988431307	0	1.89067011	4.001288415
1700029M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	1.659767566	0	1.953659204	1.991147359	1.967086705	0	2.059961355	0	1.46019295	1.988431307	2.029043732	1.89067011	2.000644207
1700030K09Rik	11.61837296	8.034580836	9.768296018	11.94688415	13.76960694	13.67692037	18.5396522	18.81145467	11.6815436	9.942156533	14.20330612	9.453350551	14.00450945
1700030L20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031A10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
